SE5_A#1_run2,SE5_A#1_run2,SE5_A#1_run2,SE5_A#1_run4,SE5_A#1_run4,SE5_A#1_run4,SE5_B#2_run5,SE5_B#2_run5,SE5_B#2_run5,SE5_B#2_run6,SE5_B#2_run6,SE5_B#2_run6,SE5_B#1_run7,SE5_B#1_run7,SE5_B#1_run7,SE5_B#1_run8,SE5_B#1_run8,SE5_B#1_run8,SE5_E#1_run1,SE5_E#1_run1,SE5_E#1_run1,SE5_E#1_run2,SE5_E#1_run2,SE5_E#1_run2,SE5_E#2_run3,SE5_E#2_run3,SE5_E#2_run3,SE5_E#2_run4,SE5_E#2_run4,SE5_E#2_run4
Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time
mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.47571,1.639,276.2,-1.81448,1.639,276.2,-2.90317,1.639,276.2,-2.90317,1.639,276.2,-1.81448,1.639,276.2,-2.05641,1.639,276.2,13.79,2.761,276.2,-3.99185,1.639,276.2,-0.24193,1.639,276.2,-4.11282,1.639,276.2
-4.47571,1.637,276.4,-1.81448,1.637,276.4,-3.02413,1.637,276.4,-2.90317,1.637,276.4,-1.93544,1.637,276.4,-2.05641,1.637,276.4,13.79,2.763,276.4,-3.99185,1.637,276.4,-0.24193,1.637,276.4,-4.11282,1.637,276.4
-4.47571,1.635,276.6,-1.81448,1.635,276.6,-2.90317,1.635,276.6,-2.90317,1.635,276.6,-1.93544,1.635,276.6,-2.05641,1.635,276.6,13.911,2.765,276.6,-3.99185,1.635,276.6,-0.362896,1.635,276.6,-4.11282,1.635,276.6
-4.47571,1.633,276.8,-1.81448,1.633,276.8,-2.90317,1.633,276.8,-2.7822,1.633,276.8,-1.93544,1.633,276.8,-2.05641,1.633,276.8,14.032,2.767,276.8,-3.99185,1.633,276.8,-0.362896,1.633,276.8,-4.11282,1.633,276.8
-4.47571,1.631,277,-1.81448,1.631,277,-2.90317,1.631,277,-2.66123,1.631,277,-1.81448,1.631,277,-1.93544,1.631,277,14.032,2.769,277,-3.99185,1.631,277,-0.362896,1.631,277,-4.11282,1.631,277
-4.35475,1.629,277.2,-1.69351,1.629,277.2,-2.7822,1.629,277.2,-2.90317,1.629,277.2,-1.93544,1.629,277.2,-1.93544,1.629,277.2,14.032,2.771,277.2,-4.11282,1.629,277.2,-0.362896,1.629,277.2,-3.99185,1.629,277.2
-4.47571,1.627,277.4,-1.57255,1.627,277.4,-2.7822,1.627,277.4,-2.7822,1.627,277.4,-1.93544,1.627,277.4,-1.93544,1.627,277.4,14.032,2.773,277.4,-3.99185,1.627,277.4,-0.120965,1.627,277.4,-4.11282,1.627,277.4
-4.35475,1.625,277.6,-1.69351,1.625,277.6,-2.7822,1.625,277.6,-2.7822,1.625,277.6,-1.81448,1.625,277.6,-1.93544,1.625,277.6,14.1529,2.775,277.6,-3.99185,1.625,277.6,-0.24193,1.625,277.6,-4.11282,1.625,277.6
-4.47571,1.623,277.8,-1.57255,1.623,277.8,-2.7822,1.623,277.8,-2.54027,1.623,277.8,-1.81448,1.623,277.8,-1.93544,1.623,277.8,14.032,2.777,277.8,-3.99185,1.623,277.8,-0.24193,1.623,277.8,-4.11282,1.623,277.8
-4.35475,1.621,278,-1.69351,1.621,278,-2.66123,1.621,278,-2.66123,1.621,278,-1.69351,1.621,278,-1.93544,1.621,278,14.032,2.779,278,-3.99185,1.621,278,-0.24193,1.621,278,-3.99185,1.621,278
-4.35475,1.619,278.2,-1.69351,1.619,278.2,-2.7822,1.619,278.2,-2.66123,1.619,278.2,-1.69351,1.619,278.2,-1.93544,1.619,278.2,14.1529,2.781,278.2,-3.99185,1.619,278.2,-0.24193,1.619,278.2,-4.11282,1.619,278.2
-4.35475,1.617,278.4,-1.69351,1.617,278.4,-2.7822,1.617,278.4,-2.66123,1.617,278.4,-1.69351,1.617,278.4,-1.81448,1.617,278.4,14.1529,2.783,278.4,-4.11282,1.617,278.4,-0.24193,1.617,278.4,-3.99185,1.617,278.4
-4.47571,1.615,278.6,-1.57255,1.615,278.6,-2.7822,1.615,278.6,-2.66123,1.615,278.6,-1.69351,1.615,278.6,-1.93544,1.615,278.6,14.032,2.785,278.6,-3.99185,1.615,278.6,-0.24193,1.615,278.6,-4.11282,1.615,278.6
-4.47571,1.613,278.8,-1.57255,1.613,278.8,-2.66123,1.613,278.8,-2.66123,1.613,278.8,-1.69351,1.613,278.8,-1.93544,1.613,278.8,14.1529,2.787,278.8,-3.99185,1.613,278.8,-0.24193,1.613,278.8,-4.11282,1.613,278.8
-4.23378,1.611,279,-1.57255,1.611,279,-2.66123,1.611,279,-2.54027,1.611,279,-1.69351,1.611,279,-1.93544,1.611,279,14.1529,2.789,279,-3.99185,1.611,279,-0.24193,1.611,279,-4.11282,1.611,279
-4.35475,1.609,279.2,-1.57255,1.609,279.2,-2.54027,1.609,279.2,-2.54027,1.609,279.2,-1.57255,1.609,279.2,-1.93544,1.609,279.2,14.2739,2.791,279.2,-3.99185,1.609,279.2,-0.24193,1.609,279.2,-4.11282,1.609,279.2
-4.35475,1.607,279.4,-1.57255,1.607,279.4,-2.54027,1.607,279.4,-2.54027,1.607,279.4,-1.81448,1.607,279.4,-1.93544,1.607,279.4,14.3949,2.793,279.4,-3.87089,1.607,279.4,-0.362896,1.607,279.4,-4.11282,1.607,279.4
-4.35475,1.605,279.6,-1.45158,1.605,279.6,-2.66123,1.605,279.6,-2.4193,1.605,279.6,-1.69351,1.605,279.6,-1.81448,1.605,279.6,14.1529,2.795,279.6,-3.99185,1.605,279.6,-0.120965,1.605,279.6,-4.11282,1.605,279.6
-4.35475,1.603,279.8,-1.57255,1.603,279.8,-2.66123,1.603,279.8,-2.54027,1.603,279.8,-1.57255,1.603,279.8,-1.81448,1.603,279.8,14.3949,2.797,279.8,-3.99185,1.603,279.8,-0.24193,1.603,279.8,-4.11282,1.603,279.8
-4.23378,1.601,280,-1.45158,1.601,280,-2.54027,1.601,280,-2.4193,1.601,280,-1.57255,1.601,280,-1.69351,1.601,280,14.1529,2.799,280,-3.87089,1.601,280,-0.120965,1.601,280,-3.99185,1.601,280
-4.23378,1.599,280.2,-1.57255,1.599,280.2,-2.66123,1.599,280.2,-2.4193,1.599,280.2,-1.69351,1.599,280.2,-1.69351,1.599,280.2,14.2739,2.801,280.2,-3.87089,1.599,280.2,-0.24193,1.599,280.2,-4.11282,1.599,280.2
-4.11282,1.597,280.4,-1.57255,1.597,280.4,-2.54027,1.597,280.4,-2.4193,1.597,280.4,-1.69351,1.597,280.4,-1.81448,1.597,280.4,14.3949,2.803,280.4,-3.99185,1.597,280.4,-0.120965,1.597,280.4,-3.99185,1.597,280.4
-4.11282,1.595,280.6,-1.45158,1.595,280.6,-2.4193,1.595,280.6,-2.4193,1.595,280.6,-1.57255,1.595,280.6,-1.69351,1.595,280.6,14.3949,2.805,280.6,-3.87089,1.595,280.6,-0.24193,1.595,280.6,-4.11282,1.595,280.6
-4.23378,1.593,280.8,-1.45158,1.593,280.8,-2.4193,1.593,280.8,-2.29834,1.593,280.8,-1.57255,1.593,280.8,-1.69351,1.593,280.8,14.5158,2.807,280.8,-3.87089,1.593,280.8,-0.24193,1.593,280.8,-3.99185,1.593,280.8
-4.23378,1.591,281,-1.45158,1.591,281,-2.54027,1.591,281,-2.4193,1.591,281,-1.57255,1.591,281,-1.69351,1.591,281,14.3949,2.809,281,-3.99185,1.591,281,-0.120965,1.591,281,-3.99185,1.591,281
-4.35475,1.589,281.2,-1.57255,1.589,281.2,-2.4193,1.589,281.2,-2.4193,1.589,281.2,-1.69351,1.589,281.2,-1.69351,1.589,281.2,14.3949,2.811,281.2,-3.87089,1.589,281.2,-0.120965,1.589,281.2,-3.99185,1.589,281.2
-4.11282,1.587,281.4,-1.33062,1.587,281.4,-2.54027,1.587,281.4,-2.4193,1.587,281.4,-1.57255,1.587,281.4,-1.69351,1.587,281.4,14.3949,2.813,281.4,-3.87089,1.587,281.4,-0.120965,1.587,281.4,-3.87089,1.587,281.4
-4.23378,1.585,281.6,-1.33062,1.585,281.6,-2.54027,1.585,281.6,-2.29834,1.585,281.6,-1.45158,1.585,281.6,-1.69351,1.585,281.6,14.5158,2.815,281.6,-3.87089,1.585,281.6,0,1.585,281.6,-3.87089,1.585,281.6
-4.11282,1.583,281.8,-1.45158,1.583,281.8,-2.54027,1.583,281.8,-2.29834,1.583,281.8,-1.45158,1.583,281.8,-1.69351,1.583,281.8,14.5158,2.817,281.8,-3.87089,1.583,281.8,-0.120965,1.583,281.8,-3.99185,1.583,281.8
-4.11282,1.581,282,-1.33062,1.581,282,-2.4193,1.581,282,-2.17737,1.581,282,-1.45158,1.581,282,-1.69351,1.581,282,14.6368,2.819,282,-3.74992,1.581,282,0,1.581,282,-3.99185,1.581,282
-3.99185,1.579,282.2,-1.33062,1.579,282.2,-2.4193,1.579,282.2,-2.29834,1.579,282.2,-1.33062,1.579,282.2,-1.57255,1.579,282.2,14.6368,2.821,282.2,-3.87089,1.579,282.2,-0.120965,1.579,282.2,-3.87089,1.579,282.2
-3.99185,1.577,282.4,-1.33062,1.577,282.4,-2.4193,1.577,282.4,-2.29834,1.577,282.4,-1.33062,1.577,282.4,-1.69351,1.577,282.4,14.7578,2.823,282.4,-3.74992,1.577,282.4,-0.120965,1.577,282.4,-3.87089,1.577,282.4
-3.99185,1.575,282.6,-1.33062,1.575,282.6,-2.4193,1.575,282.6,-2.29834,1.575,282.6,-1.33062,1.575,282.6,-1.69351,1.575,282.6,14.7578,2.825,282.6,-3.74992,1.575,282.6,-0.120965,1.575,282.6,-3.99185,1.575,282.6
-4.11282,1.573,282.8,-1.33062,1.573,282.8,-2.29834,1.573,282.8,-2.17737,1.573,282.8,-1.33062,1.573,282.8,-1.57255,1.573,282.8,14.7578,2.827,282.8,-3.74992,1.573,282.8,-0.120965,1.573,282.8,-3.99185,1.573,282.8
-4.11282,1.571,283,-1.20965,1.571,283,-2.29834,1.571,283,-2.29834,1.571,283,-1.33062,1.571,283,-1.57255,1.571,283,14.7578,2.829,283,-3.74992,1.571,283,-0.120965,1.571,283,-3.87089,1.571,283
-3.99185,1.569,283.2,-1.33062,1.569,283.2,-2.29834,1.569,283.2,-2.17737,1.569,283.2,-1.45158,1.569,283.2,-1.57255,1.569,283.2,14.7578,2.831,283.2,-3.74992,1.569,283.2,-0.120965,1.569,283.2,-3.87089,1.569,283.2
-4.11282,1.567,283.4,-1.20965,1.567,283.4,-2.17737,1.567,283.4,-2.17737,1.567,283.4,-1.45158,1.567,283.4,-1.57255,1.567,283.4,14.8787,2.833,283.4,-3.74992,1.567,283.4,-0.120965,1.567,283.4,-3.87089,1.567,283.4
-4.11282,1.565,283.6,-1.33062,1.565,283.6,-2.17737,1.565,283.6,-2.29834,1.565,283.6,-1.33062,1.565,283.6,-1.45158,1.565,283.6,14.8787,2.835,283.6,-3.74992,1.565,283.6,0,1.565,283.6,-3.87089,1.565,283.6
-3.99185,1.563,283.8,-1.33062,1.563,283.8,-2.29834,1.563,283.8,-2.17737,1.563,283.8,-1.33062,1.563,283.8,-1.45158,1.563,283.8,14.7578,2.837,283.8,-3.74992,1.563,283.8,0,1.563,283.8,-3.87089,1.563,283.8
-3.99185,1.561,284,-1.33062,1.561,284,-2.17737,1.561,284,-2.17737,1.561,284,-1.33062,1.561,284,-1.57255,1.561,284,14.8787,2.839,284,-3.62896,1.561,284,0,1.561,284,-3.87089,1.561,284
-3.99185,1.559,284.2,-1.20965,1.559,284.2,-2.17737,1.559,284.2,-2.17737,1.559,284.2,-1.33062,1.559,284.2,-1.33062,1.559,284.2,14.8787,2.841,284.2,-3.74992,1.559,284.2,0,1.559,284.2,-3.62896,1.559,284.2
-3.99185,1.557,284.4,-1.20965,1.557,284.4,-2.29834,1.557,284.4,-2.17737,1.557,284.4,-1.33062,1.557,284.4,-1.33062,1.557,284.4,14.9997,2.843,284.4,-3.74992,1.557,284.4,0,1.557,284.4,-3.74992,1.557,284.4
-3.99185,1.555,284.6,-1.20965,1.555,284.6,-2.17737,1.555,284.6,-2.05641,1.555,284.6,-1.33062,1.555,284.6,-1.45158,1.555,284.6,14.9997,2.845,284.6,-3.62896,1.555,284.6,-0.120965,1.555,284.6,-3.74992,1.555,284.6
-3.87089,1.553,284.8,-1.08869,1.553,284.8,-2.17737,1.553,284.8,-2.05641,1.553,284.8,-1.33062,1.553,284.8,-1.33062,1.553,284.8,14.8787,2.847,284.8,-3.62896,1.553,284.8,0,1.553,284.8,-3.74992,1.553,284.8
-3.87089,1.551,285,-1.20965,1.551,285,-2.05641,1.551,285,-1.93544,1.551,285,-1.20965,1.551,285,-1.45158,1.551,285,14.9997,2.849,285,-3.62896,1.551,285,0,1.551,285,-3.74992,1.551,285
-3.87089,1.549,285.2,-1.20965,1.549,285.2,-2.17737,1.549,285.2,-1.93544,1.549,285.2,-1.33062,1.549,285.2,-1.45158,1.549,285.2,14.8787,2.851,285.2,-3.62896,1.549,285.2,0,1.549,285.2,-3.74992,1.549,285.2
-3.87089,1.547,285.4,-1.20965,1.547,285.4,-2.17737,1.547,285.4,-2.05641,1.547,285.4,-1.20965,1.547,285.4,-1.45158,1.547,285.4,14.9997,2.853,285.4,-3.62896,1.547,285.4,0,1.547,285.4,-3.74992,1.547,285.4
-3.87089,1.545,285.6,-1.20965,1.545,285.6,-2.17737,1.545,285.6,-2.05641,1.545,285.6,-1.20965,1.545,285.6,-1.45158,1.545,285.6,15.1207,2.855,285.6,-3.50799,1.545,285.6,0,1.545,285.6,-3.62896,1.545,285.6
-3.87089,1.543,285.8,-1.20965,1.543,285.8,-2.05641,1.543,285.8,-1.93544,1.543,285.8,-1.20965,1.543,285.8,-1.45158,1.543,285.8,14.9997,2.857,285.8,-3.62896,1.543,285.8,0,1.543,285.8,-3.62896,1.543,285.8
-3.87089,1.541,286,-1.08869,1.541,286,-2.17737,1.541,286,-1.81448,1.541,286,-1.20965,1.541,286,-1.45158,1.541,286,14.9997,2.859,286,-3.50799,1.541,286,0,1.541,286,-3.50799,1.541,286
-3.87089,1.539,286.2,-1.08869,1.539,286.2,-2.05641,1.539,286.2,-1.93544,1.539,286.2,-1.20965,1.539,286.2,-1.33062,1.539,286.2,15.1207,2.861,286.2,-3.38703,1.539,286.2,0,1.539,286.2,-3.62896,1.539,286.2
-3.74992,1.537,286.4,-1.20965,1.537,286.4,-2.05641,1.537,286.4,-1.93544,1.537,286.4,-1.20965,1.537,286.4,-1.20965,1.537,286.4,15.1207,2.863,286.4,-3.50799,1.537,286.4,0,1.537,286.4,-3.62896,1.537,286.4
-3.74992,1.535,286.6,-1.20965,1.535,286.6,-1.93544,1.535,286.6,-1.93544,1.535,286.6,-1.08869,1.535,286.6,-1.33062,1.535,286.6,15.1207,2.865,286.6,-3.50799,1.535,286.6,0,1.535,286.6,-3.50799,1.535,286.6
-3.62896,1.533,286.8,-1.08869,1.533,286.8,-2.05641,1.533,286.8,-1.81448,1.533,286.8,-1.20965,1.533,286.8,-1.45158,1.533,286.8,14.9997,2.867,286.8,-3.50799,1.533,286.8,0,1.533,286.8,-3.50799,1.533,286.8
-3.87089,1.531,287,-1.08869,1.531,287,-2.05641,1.531,287,-1.81448,1.531,287,-1.08869,1.531,287,-1.20965,1.531,287,15.1207,2.869,287,-3.38703,1.531,287,0,1.531,287,-3.50799,1.531,287
-3.74992,1.529,287.2,-1.08869,1.529,287.2,-1.93544,1.529,287.2,-1.81448,1.529,287.2,-0.967722,1.529,287.2,-1.20965,1.529,287.2,15.1207,2.871,287.2,-3.26606,1.529,287.2,-0.120965,1.529,287.2,-3.38703,1.529,287.2
-3.74992,1.527,287.4,-1.08869,1.527,287.4,-1.93544,1.527,287.4,-1.81448,1.527,287.4,-1.08869,1.527,287.4,-1.20965,1.527,287.4,15.1207,2.873,287.4,-3.1451,1.527,287.4,0,1.527,287.4,-3.38703,1.527,287.4
-3.74992,1.525,287.6,-1.08869,1.525,287.6,-1.93544,1.525,287.6,-1.81448,1.525,287.6,-1.08869,1.525,287.6,-1.20965,1.525,287.6,15.2416,2.875,287.6,-3.26606,1.525,287.6,0,1.525,287.6,-3.38703,1.525,287.6
-3.62896,1.523,287.8,-0.967722,1.523,287.8,-1.93544,1.523,287.8,-1.81448,1.523,287.8,-1.08869,1.523,287.8,-1.20965,1.523,287.8,15.2416,2.877,287.8,-3.38703,1.523,287.8,0,1.523,287.8,-3.50799,1.523,287.8
-3.62896,1.521,288,-1.08869,1.521,288,-1.81448,1.521,288,-1.81448,1.521,288,-1.08869,1.521,288,-1.20965,1.521,288,15.3626,2.879,288,-3.1451,1.521,288,0,1.521,288,-3.26606,1.521,288
-3.62896,1.519,288.2,-1.08869,1.519,288.2,-1.93544,1.519,288.2,-1.69351,1.519,288.2,-1.08869,1.519,288.2,-1.20965,1.519,288.2,15.3626,2.881,288.2,-3.02413,1.519,288.2,0,1.519,288.2,-3.38703,1.519,288.2
-3.74992,1.517,288.4,-0.967722,1.517,288.4,-1.93544,1.517,288.4,-1.69351,1.517,288.4,-0.967722,1.517,288.4,-1.20965,1.517,288.4,15.2416,2.883,288.4,-3.02413,1.517,288.4,0,1.517,288.4,-3.26606,1.517,288.4
-3.62896,1.515,288.6,-0.967722,1.515,288.6,-1.93544,1.515,288.6,-1.69351,1.515,288.6,-0.967722,1.515,288.6,-1.20965,1.515,288.6,15.4835,2.885,288.6,-3.02413,1.515,288.6,0,1.515,288.6,-3.1451,1.515,288.6
-3.62896,1.513,288.8,-0.967722,1.513,288.8,-1.81448,1.513,288.8,-1.69351,1.513,288.8,-0.967722,1.513,288.8,-1.20965,1.513,288.8,15.3626,2.887,288.8,-3.02413,1.513,288.8,0,1.513,288.8,-3.1451,1.513,288.8
-3.74992,1.511,289,-0.967722,1.511,289,-1.81448,1.511,289,-1.69351,1.511,289,-0.846757,1.511,289,-1.08869,1.511,289,15.3626,2.889,289,-2.90317,1.511,289,0,1.511,289,-3.26606,1.511,289
-3.62896,1.509,289.2,-1.08869,1.509,289.2,-1.81448,1.509,289.2,-1.69351,1.509,289.2,-0.846757,1.509,289.2,-1.20965,1.509,289.2,15.3626,2.891,289.2,-2.90317,1.509,289.2,0,1.509,289.2,-3.26606,1.509,289.2
-3.50799,1.507,289.4,-0.967722,1.507,289.4,-1.81448,1.507,289.4,-1.57255,1.507,289.4,-0.967722,1.507,289.4,-1.08869,1.507,289.4,15.3626,2.893,289.4,-2.90317,1.507,289.4,0,1.507,289.4,-3.1451,1.507,289.4
-3.50799,1.505,289.6,-0.846757,1.505,289.6,-1.81448,1.505,289.6,-1.57255,1.505,289.6,-0.846757,1.505,289.6,-1.20965,1.505,289.6,15.3626,2.895,289.6,-2.7822,1.505,289.6,0.120965,1.505,289.6,-3.1451,1.505,289.6
-3.62896,1.503,289.8,-0.967722,1.503,289.8,-1.81448,1.503,289.8,-1.69351,1.503,289.8,-0.967722,1.503,289.8,-1.20965,1.503,289.8,15.4835,2.897,289.8,-2.7822,1.503,289.8,0,1.503,289.8,-3.02413,1.503,289.8
-3.62896,1.501,290,-0.846757,1.501,290,-1.81448,1.501,290,-1.69351,1.501,290,-0.967722,1.501,290,-1.20965,1.501,290,15.4835,2.899,290,-2.7822,1.501,290,0.120965,1.501,290,-3.02413,1.501,290
-3.50799,1.499,290.2,-0.967722,1.499,290.2,-1.81448,1.499,290.2,-1.57255,1.499,290.2,-0.967722,1.499,290.2,-1.08869,1.499,290.2,15.6045,2.901,290.2,-2.66123,1.499,290.2,0,1.499,290.2,-3.02413,1.499,290.2
-3.50799,1.497,290.4,-0.967722,1.497,290.4,-1.81448,1.497,290.4,-1.57255,1.497,290.4,-0.846757,1.497,290.4,-1.20965,1.497,290.4,15.6045,2.903,290.4,-2.66123,1.497,290.4,0,1.497,290.4,-3.02413,1.497,290.4
-3.50799,1.495,290.6,-0.967722,1.495,290.6,-1.81448,1.495,290.6,-1.57255,1.495,290.6,-0.967722,1.495,290.6,-1.08869,1.495,290.6,15.6045,2.905,290.6,-2.66123,1.495,290.6,0,1.495,290.6,-3.02413,1.495,290.6
-3.50799,1.493,290.8,-0.967722,1.493,290.8,-1.81448,1.493,290.8,-1.57255,1.493,290.8,-0.967722,1.493,290.8,-1.08869,1.493,290.8,15.6045,2.907,290.8,-2.54027,1.493,290.8,0,1.493,290.8,-3.02413,1.493,290.8
-3.38703,1.491,291,-0.967722,1.491,291,-1.69351,1.491,291,-1.33062,1.491,291,-0.846757,1.491,291,-1.08869,1.491,291,15.7255,2.909,291,-2.54027,1.491,291,0,1.491,291,-2.90317,1.491,291
-3.38703,1.489,291.2,-0.725791,1.489,291.2,-1.81448,1.489,291.2,-1.45158,1.489,291.2,-0.846757,1.489,291.2,-1.08869,1.489,291.2,15.7255,2.911,291.2,-2.54027,1.489,291.2,0.120965,1.489,291.2,-2.90317,1.489,291.2
-3.38703,1.487,291.4,-0.846757,1.487,291.4,-1.69351,1.487,291.4,-1.57255,1.487,291.4,-0.846757,1.487,291.4,-1.08869,1.487,291.4,15.6045,2.913,291.4,-2.54027,1.487,291.4,0.120965,1.487,291.4,-2.90317,1.487,291.4
-3.38703,1.485,291.6,-0.846757,1.485,291.6,-1.69351,1.485,291.6,-1.45158,1.485,291.6,-0.846757,1.485,291.6,-0.967722,1.485,291.6,15.7255,2.915,291.6,-2.4193,1.485,291.6,0,1.485,291.6,-2.7822,1.485,291.6
-3.26606,1.483,291.8,-0.846757,1.483,291.8,-1.57255,1.483,291.8,-1.45158,1.483,291.8,-0.846757,1.483,291.8,-0.967722,1.483,291.8,15.7255,2.917,291.8,-2.4193,1.483,291.8,0.120965,1.483,291.8,-2.90317,1.483,291.8
-3.38703,1.481,292,-0.846757,1.481,292,-1.81448,1.481,292,-1.45158,1.481,292,-0.967722,1.481,292,-1.08869,1.481,292,15.7255,2.919,292,-2.4193,1.481,292,0,1.481,292,-2.7822,1.481,292
-3.38703,1.479,292.2,-0.725791,1.479,292.2,-1.69351,1.479,292.2,-1.45158,1.479,292.2,-0.846757,1.479,292.2,-0.967722,1.479,292.2,15.8464,2.921,292.2,-2.29834,1.479,292.2,0.120965,1.479,292.2,-2.66123,1.479,292.2
-3.38703,1.477,292.4,-0.725791,1.477,292.4,-1.69351,1.477,292.4,-1.45158,1.477,292.4,-0.846757,1.477,292.4,-1.08869,1.477,292.4,15.8464,2.923,292.4,-2.29834,1.477,292.4,0,1.477,292.4,-2.66123,1.477,292.4
-3.26606,1.475,292.6,-0.846757,1.475,292.6,-1.57255,1.475,292.6,-1.45158,1.475,292.6,-0.846757,1.475,292.6,-1.08869,1.475,292.6,15.7255,2.925,292.6,-2.17737,1.475,292.6,0.24193,1.475,292.6,-2.7822,1.475,292.6
-3.26606,1.473,292.8,-0.846757,1.473,292.8,-1.57255,1.473,292.8,-1.45158,1.473,292.8,-0.846757,1.473,292.8,-1.08869,1.473,292.8,15.8464,2.927,292.8,-2.17737,1.473,292.8,0,1.473,292.8,-2.66123,1.473,292.8
-3.26606,1.471,293,-0.846757,1.471,293,-1.69351,1.471,293,-1.45158,1.471,293,-0.846757,1.471,293,-0.967722,1.471,293,15.8464,2.929,293,-2.17737,1.471,293,0,1.471,293,-2.66123,1.471,293
-3.1451,1.469,293.2,-0.846757,1.469,293.2,-1.69351,1.469,293.2,-1.33062,1.469,293.2,-0.846757,1.469,293.2,-0.967722,1.469,293.2,15.9674,2.931,293.2,-2.29834,1.469,293.2,0,1.469,293.2,-2.54027,1.469,293.2
-3.26606,1.467,293.4,-0.846757,1.467,293.4,-1.57255,1.467,293.4,-1.45158,1.467,293.4,-0.846757,1.467,293.4,-0.967722,1.467,293.4,15.9674,2.933,293.4,-2.05641,1.467,293.4,0,1.467,293.4,-2.54027,1.467,293.4
-3.1451,1.465,293.6,-0.725791,1.465,293.6,-1.57255,1.465,293.6,-1.45158,1.465,293.6,-0.846757,1.465,293.6,-0.967722,1.465,293.6,15.9674,2.935,293.6,-2.05641,1.465,293.6,0,1.465,293.6,-2.54027,1.465,293.6
-3.1451,1.463,293.8,-0.725791,1.463,293.8,-1.57255,1.463,293.8,-1.33062,1.463,293.8,-0.725791,1.463,293.8,-0.967722,1.463,293.8,15.9674,2.937,293.8,-2.05641,1.463,293.8,0.120965,1.463,293.8,-2.4193,1.463,293.8
-3.26606,1.461,294,-0.725791,1.461,294,-1.45158,1.461,294,-1.33062,1.461,294,-0.846757,1.461,294,-0.967722,1.461,294,16.0884,2.939,294,-2.05641,1.461,294,0,1.461,294,-2.4193,1.461,294
-3.26606,1.459,294.2,-0.846757,1.459,294.2,-1.45158,1.459,294.2,-1.33062,1.459,294.2,-0.725791,1.459,294.2,-0.967722,1.459,294.2,15.9674,2.941,294.2,-1.93544,1.459,294.2,0,1.459,294.2,-2.4193,1.459,294.2
-3.26606,1.457,294.4,-0.725791,1.457,294.4,-1.57255,1.457,294.4,-1.33062,1.457,294.4,-0.846757,1.457,294.4,-0.967722,1.457,294.4,16.0884,2.943,294.4,-1.93544,1.457,294.4,0,1.457,294.4,-2.4193,1.457,294.4
-3.26606,1.455,294.6,-0.846757,1.455,294.6,-1.57255,1.455,294.6,-1.33062,1.455,294.6,-0.725791,1.455,294.6,-0.846757,1.455,294.6,15.9674,2.945,294.6,-2.05641,1.455,294.6,0,1.455,294.6,-2.29834,1.455,294.6
-3.26606,1.453,294.8,-0.725791,1.453,294.8,-1.45158,1.453,294.8,-1.33062,1.453,294.8,-0.725791,1.453,294.8,-0.967722,1.453,294.8,16.2093,2.947,294.8,-1.93544,1.453,294.8,0,1.453,294.8,-2.29834,1.453,294.8
-3.02413,1.451,295,-0.725791,1.451,295,-1.45158,1.451,295,-1.33062,1.451,295,-0.846757,1.451,295,-0.967722,1.451,295,16.2093,2.949,295,-1.93544,1.451,295,0.120965,1.451,295,-2.4193,1.451,295
-3.1451,1.449,295.2,-0.725791,1.449,295.2,-1.45158,1.449,295.2,-1.20965,1.449,295.2,-0.725791,1.449,295.2,-0.967722,1.449,295.2,16.0884,2.951,295.2,-1.93544,1.449,295.2,0.120965,1.449,295.2,-2.29834,1.449,295.2
-3.1451,1.447,295.4,-0.725791,1.447,295.4,-1.45158,1.447,295.4,-1.20965,1.447,295.4,-0.846757,1.447,295.4,-0.967722,1.447,295.4,16.2093,2.953,295.4,-1.93544,1.447,295.4,,,,-2.17737,1.447,295.4
-3.02413,1.445,295.6,-0.604826,1.445,295.6,-1.33062,1.445,295.6,-1.20965,1.445,295.6,-0.725791,1.445,295.6,-0.967722,1.445,295.6,16.2093,2.955,295.6,-1.81448,1.445,295.6,,,,-2.29834,1.445,295.6
-3.1451,1.443,295.8,-0.725791,1.443,295.8,-1.33062,1.443,295.8,-1.20965,1.443,295.8,-0.725791,1.443,295.8,-0.967722,1.443,295.8,16.2093,2.957,295.8,-1.81448,1.443,295.8,,,,-2.17737,1.443,295.8
-3.02413,1.441,296,-0.725791,1.441,296,-1.45158,1.441,296,-1.20965,1.441,296,-0.604826,1.441,296,-0.967722,1.441,296,16.3303,2.959,296,-1.81448,1.441,296,,,,-2.05641,1.441,296
-3.02413,1.439,296.2,-0.725791,1.439,296.2,-1.33062,1.439,296.2,-1.20965,1.439,296.2,-0.725791,1.439,296.2,-0.846757,1.439,296.2,16.3303,2.961,296.2,-1.81448,1.439,296.2,,,,-2.05641,1.439,296.2
